atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
1144	atlas_context	dataset_family_atlas	4171	mix	FAM_00452	FAM_00452;FAM_01494	1	1		0	1	present	NRPS;mix	NRPS-like	1		1326	6	tier_3	Rhizopus_delemar_RA_99-880	UNLABELED	NW_027137833.1.region001	BGC5	NRPS	FAM_00452;FAM_01494	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.35052699773744395: boleracene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Rhizopus_delemar_RA_99-880 NW_027137833.1.region001 represents BiG-SCAPE CC 4171 (FAM_00452) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.35052699773744395: boleracene, but product identity is not assigned.
1145	atlas_context	dataset_family_atlas	16241	mix	FAM_01124	FAM_01124;FAM_01686	1	1		0	1	present	NRPS;mix	NRPS-like	1		1327	6	tier_3	Pleurotus_ostreatus_PC15	UNLABELED	KL198006.1.region002	BGC7	NRPS	FAM_01124;FAM_01686	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.36589345861793693: polyhydroxyalkanoate			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pleurotus_ostreatus_PC15 KL198006.1.region002 represents BiG-SCAPE CC 16241 (FAM_01124) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.36589345861793693: polyhydroxyalkanoate, but product identity is not assigned.
1146	atlas_context	dataset_family_atlas	3791	mix	FAM_00426	FAM_00426;FAM_01876	1	1		0	1	present	mix;terpene	terpene	1		1328	6	tier_3	Aspergillus_niger	UNLABELED	NT_166518.1.region004	BGC23	terpene	FAM_00426;FAM_01876	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3954135088111674: HEx-tc1 terpene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_niger NT_166518.1.region004 represents BiG-SCAPE CC 3791 (FAM_00426) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3954135088111674: HEx-tc1 terpene, but product identity is not assigned.
1147	atlas_context	dataset_family_atlas	18315	mix	FAM_01238	FAM_01238;FAM_01713	1	1		0	1	present	NRPS;mix	NRPS-like	1		1329	6	tier_3	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018208.1.region004	BGC38	NRPS	FAM_01238;FAM_01713	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5345958227357988: kojic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Zymoseptoria_tritici_IPO323 NC_018208.1.region004 represents BiG-SCAPE CC 18315 (FAM_01238) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5345958227357988: kojic acid, but product identity is not assigned.
1148	atlas_context	dataset_family_atlas	16151	mix	FAM_01118	FAM_01118;FAM_01683	1	1		0	1	present	NRPS;mix	NRPS-like	1		1330	6	tier_3	Trichoderma_virens_Gv29-8	UNLABELED	NW_014013664.1.region002	BGC21	NRPS	FAM_01118;FAM_01683	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5918147301190668: epichloenin A			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Trichoderma_virens_Gv29-8 NW_014013664.1.region002 represents BiG-SCAPE CC 16151 (FAM_01118) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5918147301190668: epichloenin A, but product identity is not assigned.
1149	atlas_context	dataset_family_atlas	13842	mix	FAM_00967	FAM_00967;FAM_02077	1	1		0	1	present	mix;terpene	terpene	1		1331	6	tier_3	Schizophyllum_commune_H4-8	UNLABELED	NW_026089555.1.region003	BGC45	terpene	FAM_00967;FAM_02077	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3803282872556041: (-)-Cyatha-3,12-diene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Schizophyllum_commune_H4-8 NW_026089555.1.region003 represents BiG-SCAPE CC 13842 (FAM_00967) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3803282872556041: (-)-Cyatha-3,12-diene, but product identity is not assigned.
1150	atlas_context	dataset_family_atlas	3398	mix	FAM_00407	FAM_00407;FAM_01868	1	1		0	1	present	mix;terpene	terpene	1		1332	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007199.1.region001	BGC39	terpene	FAM_00407;FAM_01868	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3285985539614711: mycophenolic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007199.1.region001 represents BiG-SCAPE CC 3398 (FAM_00407) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3285985539614711: mycophenolic acid, but product identity is not assigned.
1151	atlas_context	dataset_family_atlas	19501	mix	FAM_01307	FAM_01307;FAM_02183	1	1		0	1	present	mix;terpene	terpene	1		1333	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007195.1.region002	BGC9	terpene	FAM_01307;FAM_02183	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.31958290514178994: (-)-Cyatha-3,12-diene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007195.1.region002 represents BiG-SCAPE CC 19501 (FAM_01307) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.31958290514178994: (-)-Cyatha-3,12-diene, but product identity is not assigned.
1152	atlas_context	dataset_family_atlas	3062	mix	FAM_00392	FAM_00392;FAM_01864	1	1		0	1	present	mix;terpene	terpene-precursor	1		1334	6	tier_3	Schizophyllum_commune_H4-8	UNLABELED	NW_026089540.1.region002	BGC6	terpene	FAM_00392;FAM_01864	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5535546659665799: pimara-8(14),15-diene; FBGC00800 17.2: (-)-vinigrol or its analogue		(-)-vinigrol or its analogue	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Schizophyllum_commune_H4-8 NW_026089540.1.region002 represents BiG-SCAPE CC 3062 (FAM_00392) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5535546659665799: pimara-8(14),15-diene; FBGC00800 17.2: (-)-vinigrol or its analogue, but product identity is not assigned.
1153	atlas_context	dataset_family_atlas	1001	mix	FAM_00289	FAM_00289;FAM_01827	1	1		0	1	present	mix;terpene	terpene	1		1335	6	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NC_017853.1.region001	BGC53	terpene	FAM_00289;FAM_01827	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.22988377920742856: paraherquonin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pyricularia_oryzae_70-15 NC_017853.1.region001 represents BiG-SCAPE CC 1001 (FAM_00289) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.22988377920742856: paraherquonin, but product identity is not assigned.
1154	atlas_context	dataset_family_atlas	11067	mix	FAM_00822	FAM_00822;FAM_02026	1	1		0	1	present	mix;terpene	terpene	1		1336	6	tier_3	Aspergillus_flavus_NRRL3357	UNLABELED	CP059872.1.region004	BGC85	terpene	FAM_00822;FAM_02026	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5095162057051373: (+)-δ-cadinol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_flavus_NRRL3357 CP059872.1.region004 represents BiG-SCAPE CC 11067 (FAM_00822) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5095162057051373: (+)-δ-cadinol, but product identity is not assigned.
1155	atlas_context	dataset_family_atlas	14366	mix	FAM_01005	FAM_01005;FAM_01645	1	1		0	1	present	NRPS;mix	NRPS-like	1		1337	6	tier_3	Pleurotus_ostreatus_PC15	UNLABELED	KL198005.1.region002	BGC5	NRPS	FAM_01005;FAM_01645	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6114334224746147: peramine			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pleurotus_ostreatus_PC15 KL198005.1.region002 represents BiG-SCAPE CC 14366 (FAM_01005) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6114334224746147: peramine, but product identity is not assigned.
1156	atlas_context	dataset_family_atlas	17029	mix	FAM_01167	FAM_01167;FAM_02133	1	1		0	1	present	mix;terpene	terpene	1		1338	6	tier_3	Metarhizium_robertsii_ARSEF_23	UNLABELED	NW_011942204.1.region001	BGC65	terpene	FAM_01167;FAM_02133	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.362682341151828: tenuazonic acid; FBGC00167 7.0: citridone B		citridone B	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Metarhizium_robertsii_ARSEF_23 NW_011942204.1.region001 represents BiG-SCAPE CC 17029 (FAM_01167) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.362682341151828: tenuazonic acid; FBGC00167 7.0: citridone B, but product identity is not assigned.
1157	atlas_context	dataset_family_atlas	18603	mix	FAM_01258	FAM_01258;FAM_01723	1	1		0	1	present	NRPS;mix	NRPS-like	1		1339	6	tier_3	Paracoccidioides_brasiliensis_Pb18	UNLABELED	NW_011371364.1.region002	BGC15	NRPS	FAM_01258;FAM_01723	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6299728939640661: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Paracoccidioides_brasiliensis_Pb18 NW_011371364.1.region002 represents BiG-SCAPE CC 18603 (FAM_01258) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6299728939640661: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val), but product identity is not assigned.
1158	atlas_context	dataset_family_atlas	14118	mix	FAM_00985	FAM_00985;FAM_02598	1	1		0	1	present	PKS;mix	T1PKS	1		1340	6	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NW_003803349.1.region001	BGC69	PKS	FAM_00985;FAM_02598	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.595776437385068: (-)-Mellein			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pyricularia_oryzae_70-15 NW_003803349.1.region001 represents BiG-SCAPE CC 14118 (FAM_00985) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.595776437385068: (-)-Mellein, but product identity is not assigned.
1159	atlas_context	dataset_family_atlas	11614	mix	FAM_00856	FAM_00856;FAM_02037	1	1		0	1	present	mix;terpene	terpene-precursor	1		1341	6	tier_3	Mucor_lusitanicus_CBS_277.49	UNLABELED	AMYB01000001.1.region003	BGC1	terpene	FAM_00856;FAM_02037	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5608894306643705: pimara-8(14),15-diene; FBGC00476 19.9: aflatrem		aflatrem	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Mucor_lusitanicus_CBS_277.49 AMYB01000001.1.region003 represents BiG-SCAPE CC 11614 (FAM_00856) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5608894306643705: pimara-8(14),15-diene; FBGC00476 19.9: aflatrem, but product identity is not assigned.
1160	atlas_context	dataset_family_atlas	19327	mix	FAM_01299	FAM_01299;FAM_02180	1	1		0	1	present	mix;terpene	terpene-precursor	1		1342	6	tier_3	Paracoccidioides_brasiliensis_Pb18	UNLABELED	NW_011371359.1.region002	BGC5	terpene	FAM_01299;FAM_02180	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5597522562969985: pimara-8(14),15-diene; FBGC00798 21.2: (-)-vinigrol		(-)-vinigrol	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Paracoccidioides_brasiliensis_Pb18 NW_011371359.1.region002 represents BiG-SCAPE CC 19327 (FAM_01299) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5597522562969985: pimara-8(14),15-diene; FBGC00798 21.2: (-)-vinigrol, but product identity is not assigned.
1161	atlas_context	dataset_family_atlas	9696	mix	FAM_00750	FAM_00750;FAM_01576	1	1		0	1	present	NRPS;mix	NRPS-like	1		1343	6	tier_3	Mycosarcoma_maydis_FBA	UNLABELED	JALBYH010000112.1.region001	BGC19	NRPS	FAM_00750;FAM_01576	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3135858039802893: LL-Z1272beta			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mycosarcoma_maydis_FBA JALBYH010000112.1.region001 represents BiG-SCAPE CC 9696 (FAM_00750) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3135858039802893: LL-Z1272beta, but product identity is not assigned.
1162	atlas_context	dataset_family_atlas	18844	mix	FAM_01278	FAM_01278;FAM_02174	1	1		0	1	present	mix;terpene	terpene-precursor	1		1344	6	tier_3	Komagataella_phaffii_GS115	UNLABELED	NC_012965.1.region002	BGC7	terpene	FAM_01278;FAM_02174	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5552592377872918: pimara-8(14),15-diene; FBGC00800 16.8: (-)-vinigrol or its analogue		(-)-vinigrol or its analogue	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Komagataella_phaffii_GS115 NC_012965.1.region002 represents BiG-SCAPE CC 18844 (FAM_01278) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5552592377872918: pimara-8(14),15-diene; FBGC00800 16.8: (-)-vinigrol or its analogue, but product identity is not assigned.
1163	atlas_context	dataset_family_atlas	20615	mix	FAM_01357	FAM_01357;FAM_02303	1	1		0	1	present	mix;other	isocyanide	1		1345	6	tier_3	Talaromyces_marneffei_ATCC_18224	UNLABELED	DS995901.1.region002	BGC32	other	FAM_01357;FAM_02303	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.41189413846364276: corynecin III, corynecin I, corynecin II			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Talaromyces_marneffei_ATCC_18224 DS995901.1.region002 represents BiG-SCAPE CC 20615 (FAM_01357) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.41189413846364276: corynecin III, corynecin I, corynecin II, but product identity is not assigned.
1164	atlas_context	dataset_family_atlas	429	mix	FAM_00258	FAM_00258;FAM_01815	1	1		0	1	present	mix;terpene	terpene	1		1346	6	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066261.1.region005	BGC27	terpene	FAM_00258;FAM_01815	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3206430280534712: calidoustene A, calidoustene B, calidoustene C			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_nidulans_FGSC_A4 NC_066261.1.region005 represents BiG-SCAPE CC 429 (FAM_00258) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3206430280534712: calidoustene A, calidoustene B, calidoustene C, but product identity is not assigned.
1165	atlas_context	dataset_family_atlas	3506	mix	FAM_00413	FAM_00413;FAM_01871	1	1		0	1	present	mix;terpene	terpene	1		1347	6	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NC_017844.1.region005	BGC5	terpene	FAM_00413;FAM_01871	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.24630766189378922: bengamide			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pyricularia_oryzae_70-15 NC_017844.1.region005 represents BiG-SCAPE CC 3506 (FAM_00413) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.24630766189378922: bengamide, but product identity is not assigned.
1166	atlas_context	dataset_family_atlas	9024	mix	FAM_00710	FAM_00710;FAM_01984	1	1		0	1	present	mix;terpene	terpene	1		1348	6	tier_3	Histoplasma_mississippiense_NAm1	UNLABELED	NW_001813981.1.region001	BGC10	terpene	FAM_00710;FAM_01984	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3168990032270181: penifulvin A			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Histoplasma_mississippiense_NAm1 NW_001813981.1.region001 represents BiG-SCAPE CC 9024 (FAM_00710) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3168990032270181: penifulvin A, but product identity is not assigned.
